stock,timestamp,open,high,low,close,volume
QQQ,2025-08-01 19:59:00,553.0500,553.1300,553.0100,553.0300,1999
QQQ,2025-08-01 19:58:00,553.0400,553.1300,553.0100,553.0500,1004
QQQ,2025-08-01 19:57:00,553.0500,553.0500,553.0100,553.0500,2541
QQQ,2025-08-01 19:56:00,553.1100,553.1700,553.0000,553.1300,877
QQQ,2025-08-01 19:55:00,553.0400,553.1700,553.0100,553.0300,3086
QQQ,2025-08-01 19:54:00,553.1000,553.1700,553.0100,553.0800,1714
QQQ,2025-08-01 19:53:00,553.0900,553.1700,553.0300,553.0600,230
QQQ,2025-08-01 19:52:00,553.1700,553.1700,553.0359,553.1000,300
QQQ,2025-08-01 19:51:00,553.0950,553.1700,553.0300,553.0467,40
QQQ,2025-08-01 19:50:00,553.0700,553.1700,553.0100,553.1700,113
QQQ,2025-08-01 19:49:00,553.1795,553.1795,553.0400,553.1200,1341
QQQ,2025-08-01 19:48:00,553.1133,553.1962,553.0500,553.0800,152
QQQ,2025-08-01 19:47:00,553.1250,553.2000,553.0500,553.0900,361
QQQ,2025-08-01 19:46:00,553.1812,553.2000,553.1040,553.2000,164
QQQ,2025-08-01 19:45:00,553.0500,553.2000,553.0500,553.2000,158
QQQ,2025-08-01 19:44:00,553.1800,553.2000,553.0500,553.1700,79
QQQ,2025-08-01 19:43:00,553.1800,553.2000,553.1093,553.1400,509
QQQ,2025-08-01 19:42:00,553.2000,553.2000,553.0800,553.1400,25
QQQ,2025-08-01 19:41:00,553.1500,553.2000,553.0800,553.1600,594
QQQ,2025-08-01 19:40:00,553.1600,553.1900,553.0800,553.1500,1499
QQQ,2025-08-01 19:39:00,553.1900,553.2000,553.1500,553.1586,378
QQQ,2025-08-01 19:38:00,553.1700,553.2200,553.1500,553.1800,1435
QQQ,2025-08-01 19:37:00,553.2200,553.3000,553.1700,553.2000,24
QQQ,2025-08-01 19:36:00,553.2300,553.3000,553.1600,553.1700,824
QQQ,2025-08-01 19:35:00,553.1500,553.3000,553.1500,553.2000,85
QQQ,2025-08-01 19:34:00,553.2300,553.3000,553.1500,553.3000,38
QQQ,2025-08-01 19:33:00,553.2350,553.3000,553.2250,553.3000,91
QQQ,2025-08-01 19:32:00,553.2300,553.3000,553.2300,553.2350,14
QQQ,2025-08-01 19:31:00,553.2960,553.3000,553.2000,553.2900,174
QQQ,2025-08-01 19:30:00,553.1700,553.3000,553.1700,553.3000,1635
QQQ,2025-08-01 19:29:00,553.2900,553.3000,553.1700,553.1700,293
QQQ,2025-08-01 19:28:00,553.2250,553.3000,553.2250,553.3000,330
QQQ,2025-08-01 19:27:00,553.1600,553.3000,553.1600,553.2250,139
QQQ,2025-08-01 19:26:00,553.3000,553.3000,553.1600,553.2300,545
QQQ,2025-08-01 19:25:00,553.3000,553.3000,553.2100,553.2550,246
QQQ,2025-08-01 19:24:00,553.3000,553.3000,553.1600,553.2550,65
QQQ,2025-08-01 19:23:00,553.2300,553.3000,553.2300,553.3000,150
QQQ,2025-08-01 19:22:00,553.3100,553.3100,553.2300,553.3000,339
QQQ,2025-08-01 19:21:00,553.3100,553.3100,553.3000,553.3000,587
QQQ,2025-08-01 19:20:00,553.3250,553.3400,553.3000,553.3000,545
QQQ,2025-08-01 19:19:00,553.3400,553.3500,553.3100,553.3100,201
QQQ,2025-08-01 19:18:00,553.3500,553.3900,553.3100,553.3500,317
QQQ,2025-08-01 19:17:00,553.3400,553.3900,553.3400,553.3500,64
QQQ,2025-08-01 19:16:00,553.3650,553.3900,553.3400,553.3500,1077
QQQ,2025-08-01 19:15:00,553.3800,553.3900,553.3300,553.3600,94
QQQ,2025-08-01 19:14:00,553.4200,553.4200,553.3500,553.3500,409
QQQ,2025-08-01 19:13:00,553.4000,553.5300,553.4000,553.4250,63
QQQ,2025-08-01 19:12:00,553.5100,553.6000,553.4000,553.4500,3843
QQQ,2025-08-01 19:11:00,553.5200,553.6200,553.5000,553.5280,346
QQQ,2025-08-01 19:10:00,553.5300,553.6300,553.5000,553.5000,505
QQQ,2025-08-01 19:09:00,553.6500,553.6500,553.5000,553.6200,76
QQQ,2025-08-01 19:08:00,553.6100,553.7200,553.5000,553.6500,29
QQQ,2025-08-01 19:07:00,553.7200,553.7200,553.5100,553.7145,1438
QQQ,2025-08-01 19:06:00,553.6000,553.7200,553.5700,553.6350,48
QQQ,2025-08-01 19:05:00,553.6250,553.7300,553.6000,553.6250,270
QQQ,2025-08-01 19:04:00,553.7300,553.7300,553.5100,553.5212,210
QQQ,2025-08-01 19:03:00,553.7100,553.7300,553.5100,553.5997,1556
QQQ,2025-08-01 19:02:00,553.7200,553.7300,553.6500,553.7200,164
QQQ,2025-08-01 19:01:00,553.7250,553.8500,553.5600,553.7200,724
QQQ,2025-08-01 19:00:00,553.7200,553.8800,553.5600,553.7250,236
QQQ,2025-08-01 18:59:00,553.7000,553.8800,553.6900,553.8800,6167
QQQ,2025-08-01 18:58:00,553.6600,553.7200,553.6500,553.7000,4298
QQQ,2025-08-01 18:57:00,553.5800,553.6700,553.5750,553.6600,1931
QQQ,2025-08-01 18:56:00,553.5750,553.6500,553.5750,553.6500,29
QQQ,2025-08-01 18:55:00,553.6500,553.6500,553.5298,553.5750,209
QQQ,2025-08-01 18:54:00,553.5300,553.6500,553.5000,553.6100,63
QQQ,2025-08-01 18:53:00,553.5750,553.6500,553.5100,553.5750,32
QQQ,2025-08-01 18:52:00,553.5750,553.6500,553.5100,553.5700,37
