stock,timestamp,open,high,low,close,volume
AAPL,2025-08-01 19:59:00,202.3200,202.3200,202.2500,202.3000,2817
AAPL,2025-08-01 19:58:00,202.3100,202.3300,202.2600,202.2600,2653
AAPL,2025-08-01 19:57:00,202.3100,202.3288,202.2600,202.3100,1191
AAPL,2025-08-01 19:56:00,202.2700,202.3300,202.2700,202.3000,432
AAPL,2025-08-01 19:55:00,202.3300,202.3300,202.2760,202.3300,1169
AAPL,2025-08-01 19:54:00,202.3000,202.3500,202.2600,202.3200,865
AAPL,2025-08-01 19:53:00,202.2600,202.3200,202.2500,202.2600,3849
AAPL,2025-08-01 19:52:00,202.2500,202.2700,202.2500,202.2700,2078
AAPL,2025-08-01 19:51:00,202.2600,202.3000,202.2597,202.2600,2654
AAPL,2025-08-01 19:50:00,202.2700,202.2700,202.2500,202.2600,749
AAPL,2025-08-01 19:49:00,202.2700,202.2700,202.2500,202.2700,4019
AAPL,2025-08-01 19:48:00,202.2700,202.2700,202.2500,202.2700,420
AAPL,2025-08-01 19:47:00,202.2700,202.2700,202.2500,202.2504,1526
AAPL,2025-08-01 19:46:00,202.2501,202.2700,202.2500,202.2506,1969
AAPL,2025-08-01 19:45:00,202.2600,202.2700,202.2500,202.2508,1126
AAPL,2025-08-01 19:44:00,202.2502,202.2600,202.2500,202.2500,260
AAPL,2025-08-01 19:43:00,202.2500,202.2700,202.2500,202.2600,575
AAPL,2025-08-01 19:42:00,202.2600,202.2700,202.2500,202.2700,2516
AAPL,2025-08-01 19:41:00,202.2800,202.3000,202.2500,202.2700,1297
AAPL,2025-08-01 19:40:00,202.3000,202.3200,202.2613,202.3000,2007
AAPL,2025-08-01 19:39:00,202.3100,202.3200,202.3000,202.3000,1028
AAPL,2025-08-01 19:38:00,202.3100,202.3200,202.3000,202.3100,684
AAPL,2025-08-01 19:37:00,202.3699,202.3699,202.3000,202.3006,2262
AAPL,2025-08-01 19:36:00,202.3700,202.3800,202.3500,202.3800,540
AAPL,2025-08-01 19:35:00,202.3800,202.3800,202.3500,202.3700,882
AAPL,2025-08-01 19:34:00,202.3900,202.3900,202.3650,202.3700,92
AAPL,2025-08-01 19:33:00,202.3700,202.3900,202.3500,202.3800,601
AAPL,2025-08-01 19:32:00,202.3700,202.3900,202.3600,202.3900,422
AAPL,2025-08-01 19:31:00,202.3900,202.3900,202.3500,202.3899,70
AAPL,2025-08-01 19:30:00,202.3900,202.4000,202.3500,202.3894,5600
AAPL,2025-08-01 19:29:00,202.3801,202.4000,202.3800,202.3900,1170
AAPL,2025-08-01 19:28:00,202.4000,202.4000,202.3800,202.4000,537
AAPL,2025-08-01 19:27:00,202.3900,202.4000,202.3800,202.4000,637
AAPL,2025-08-01 19:26:00,202.4000,202.4000,202.3800,202.3991,629
AAPL,2025-08-01 19:25:00,202.3999,202.4000,202.3802,202.4000,604
AAPL,2025-08-01 19:24:00,202.4300,202.5000,202.3800,202.3800,1655
AAPL,2025-08-01 19:23:00,202.4000,202.4900,202.4000,202.4900,199
AAPL,2025-08-01 19:22:00,202.4900,202.4900,202.4018,202.4500,805
AAPL,2025-08-01 19:21:00,202.4100,202.4700,202.4000,202.4300,415
AAPL,2025-08-01 19:20:00,202.4364,202.5000,202.4000,202.4975,464
AAPL,2025-08-01 19:19:00,202.4600,202.5000,202.4000,202.4000,205
AAPL,2025-08-01 19:18:00,202.4300,202.4800,202.4200,202.4800,1848
AAPL,2025-08-01 19:17:00,202.4300,202.4500,202.4200,202.4300,973
AAPL,2025-08-01 19:16:00,202.4097,202.4103,202.4000,202.4100,3025
AAPL,2025-08-01 19:15:00,202.4100,202.4300,202.4000,202.4001,643
AAPL,2025-08-01 19:14:00,202.4100,202.4400,202.4000,202.4100,1202
AAPL,2025-08-01 19:13:00,202.4500,202.4500,202.4000,202.4200,2445
AAPL,2025-08-01 19:12:00,202.4500,202.4500,202.4004,202.4300,331
AAPL,2025-08-01 19:11:00,202.4200,202.4600,202.4000,202.4500,1094
AAPL,2025-08-01 19:10:00,202.4500,202.4600,202.4200,202.4500,512
AAPL,2025-08-01 19:09:00,202.4090,202.4600,202.4000,202.4600,3213
AAPL,2025-08-01 19:08:00,202.4600,202.4600,202.4000,202.4100,2531
AAPL,2025-08-01 19:07:00,202.4400,202.4600,202.4100,202.4600,4157
AAPL,2025-08-01 19:06:00,202.4400,202.4600,202.4300,202.4600,2360
AAPL,2025-08-01 19:05:00,202.4500,202.4600,202.4390,202.4390,592
AAPL,2025-08-01 19:04:00,202.4800,202.4800,202.4500,202.4600,2882
AAPL,2025-08-01 19:03:00,202.5000,202.5200,202.4500,202.4794,438
AAPL,2025-08-01 19:02:00,202.5400,202.5550,202.5000,202.5100,2324
AAPL,2025-08-01 19:01:00,202.5600,202.5600,202.5100,202.5600,254
AAPL,2025-08-01 19:00:00,202.5600,202.5600,202.5100,202.5400,187
AAPL,2025-08-01 18:59:00,202.5100,202.5600,202.5100,202.5400,844
AAPL,2025-08-01 18:58:00,202.5200,202.5600,202.5100,202.5100,765
AAPL,2025-08-01 18:57:00,202.5500,202.5700,202.5100,202.5600,1245
AAPL,2025-08-01 18:56:00,202.5600,202.5600,202.5100,202.5500,168
AAPL,2025-08-01 18:55:00,202.5600,202.5600,202.5100,202.5100,746
AAPL,2025-08-01 18:54:00,202.5800,202.5800,202.5100,202.5500,893
AAPL,2025-08-01 18:53:00,202.5800,202.5800,202.5600,202.5795,518
AAPL,2025-08-01 18:52:00,202.5599,202.5800,202.5497,202.5600,2037
AAPL,2025-08-01 18:51:00,202.5600,202.5600,202.5503,202.5597,445
AAPL,2025-08-01 18:50:00,202.5300,202.5600,202.5200,202.5500,1979
AAPL,2025-08-01 18:49:00,202.5040,202.5400,202.5000,202.5400,2523
AAPL,2025-08-01 18:48:00,202.5291,202.5400,202.5100,202.5300,506
AAPL,2025-08-01 18:47:00,202.5200,202.5400,202.5100,202.5300,1491
AAPL,2025-08-01 18:46:00,202.5300,202.5300,202.5100,202.5200,384
AAPL,2025-08-01 18:45:00,202.5300,202.5300,202.5100,202.5200,382
AAPL,2025-08-01 18:44:00,202.5400,202.5500,202.5100,202.5100,1223
AAPL,2025-08-01 18:43:00,202.5400,202.5500,202.5100,202.5400,294
AAPL,2025-08-01 18:42:00,202.5500,202.5500,202.5100,202.5400,385
AAPL,2025-08-01 18:41:00,202.5500,202.5600,202.5100,202.5499,585
AAPL,2025-08-01 18:40:00,202.5200,202.5600,202.5000,202.5100,3878
AAPL,2025-08-01 18:39:00,202.5100,202.5600,202.5000,202.5000,2424
